ID,Name,photoUrl,Nationality,Age,OVA,POT,Club,Height,Weight,Preferred Foot,Best Position,Value ( € ),Wage ( € ),Release Clause ( € ),Skill,Movement,Power,Mentality,Composure,PAC,SHO,PAS,DRI,DEF,PHY
200145,Casemiro,https://cdn.sofifa.com/players/200/145/21_60.png,Brazil,28,89,89,Real Madrid,185,84,Right,CDM,90500000,310000,122000000,369,343,437,396,84,65,73,76,72,86,91
192119,T. Courtois,https://cdn.sofifa.com/players/192/119/21_60.png,Belgium,28,89,90,Real Madrid,199,96,Left,GK,82000000,250000,119000000,110,284,249,122,66,84,89,74,88,48,85
167495,M. Neuer,https://cdn.sofifa.com/players/167/495/21_60.png,Germany,34,89,89,FC Bayern München,193,92,Right,GK,17500000,130000,47900000,160,286,284,188,70,87,87,91,89,57,86
165153,K. Benzema,https://cdn.sofifa.com/players/165/153/21_60.png,France,32,89,89,Real Madrid,185,81,Right,CF,83500000,350000,108700000,404,388,400,363,90,74,85,81,86,40,76
155862,Sergio Ramos,https://cdn.sofifa.com/players/155/862/21_60.png,Spain,34,89,89,Real Madrid,184,82,Right,CB,33500000,300000,50200000,381,378,402,414,88,71,70,76,73,88,85
153079,S. Agüero,https://cdn.sofifa.com/players/153/079/21_60.png,Argentina,32,89,89,Manchester City,173,70,Right,ST,83500000,300000,98100000,397,424,403,341,91,78,90,77,88,33,73
202652,R. Sterling,https://cdn.sofifa.com/players/202/652/21_60.png,England,25,88,90,Manchester City,170,69,Right,LW,114500000,270000,139600000,387,464,358,332,80,93,81,79,90,45,67
215914,N. Kanté,https://cdn.sofifa.com/players/215/914/21_60.png,France,29,88,88,Chelsea,168,70,Right,CDM,78000000,190000,96900000,336,420,381,386,85,77,66,76,81,86,82
212622,J. Kimmich,https://cdn.sofifa.com/players/212/622/21_60.png,Germany,25,88,90,FC Bayern München,176,73,Right,CDM,103000000,145000,112100000,400,399,403,379,85,71,72,86,84,81,79
211110,P. Dybala,https://cdn.sofifa.com/players/211/110/21_60.png,Argentina,26,88,89,Juventus,177,75,Left,CAM,109000000,190000,122500000,436,437,382,348,84,85,85,84,92,43,63
210257,Ederson,https://cdn.sofifa.com/players/210/257/21_60.png,Brazil,26,88,91,Manchester City,188,86,Left,GK,92000000,195000,103000000,157,322,273,172,70,86,82,93,88,63,86
202126,H. Kane,https://cdn.sofifa.com/players/202/126/21_60.png,England,26,88,89,Tottenham Hotspur,188,89,Right,ST,109000000,220000,140200000,395,367,424,382,91,68,91,80,80,47,83
162835,S. Handanovi?,https://cdn.sofifa.com/players/162/835/21_60.png,Slovenia,35,88,88,Inter,193,92,Right,GK,10000000,100000,27200000,100,272,264,123,69,88,85,73,89,53,89
201024,K. Koulibaly,https://cdn.sofifa.com/players/201/024/21_60.png,Senegal,29,88,88,Napoli,187,89,Right,CB,76500000,140000,85000000,262,328,316,294,82,75,28,55,68,89,86
183277,E. Hazard,https://cdn.sofifa.com/players/183/277/21_60.png,Belgium,29,88,88,Real Madrid,175,74,Right,LW,89500000,350000,118900000,427,448,361,353,90,88,82,83,92,35,66
182521,T. Kroos,https://cdn.sofifa.com/players/182/521/21_60.png,Germany,30,88,88,Real Madrid,183,76,Right,CM,87500000,310000,112800000,432,332,355,378,88,54,81,91,81,71,69
194765,A. Griezmann,https://cdn.sofifa.com/players/194/765/21_60.png,France,29,87,87,FC Barcelona,176,73,Left,ST,79500000,290000,103500000,429,425,402,382,89,79,85,84,88,57,72
233049,J. Sancho,https://cdn.sofifa.com/players/233/049/21_60.png,England,20,87,93,Borussia Dortmund,180,76,Right,CAM,124000000,82000,132100000,380,435,328,313,84,83,74,81,91,37,64
231281,T. Alexander-Arnold,https://cdn.sofifa.com/players/231/281/21_60.png,England,21,87,92,Liverpool,180,69,Right,RB,114000000,110000,115500000,426,391,370,371,81,80,66,87,80,80,71
218667,Bernardo Silva,https://cdn.sofifa.com/players/218/667/21_60.png,Portugal,25,87,88,Manchester City,173,64,Left,RW,95000000,230000,115500000,411,434,350,356,87,81,77,83,92,51,67
216267,A. Robertson,https://cdn.sofifa.com/players/216/267/21_60.png,Scotland,26,87,89,Liverpool,178,64,Left,LB,90500000,155000,102000000,358,400,365,378,83,82,62,80,80,81,76
212218,A. Laporte,https://cdn.sofifa.com/players/212/218/21_60.png,France,26,87,90,Manchester City,189,85,Left,CB,92500000,200000,107800000,351,331,348,331,85,63,50,72,68,88,81
212198,Bruno Fernandes,https://cdn.sofifa.com/players/212/198/21_60.png,Portugal,25,87,90,Manchester United,179,69,Right,CAM,105500000,195000,124400000,433,398,411,408,86,77,83,88,85,68,75
209499,Fabinho,https://cdn.sofifa.com/players/209/499/21_60.png,Brazil,26,87,89,Liverpool,188,78,Right,CDM,88500000,155000,104900000,365,349,395,412,84,67,69,79,77,85,83
200104,H. Son,https://cdn.sofifa.com/players/200/104/21_60.png,Korea Republic,27,87,87,Tottenham Hotspur,183,78,Right,LM,85000000,165000,99800000,400,429,385,345,88,88,86,80,87,43,69
201942,Roberto Firmino,https://cdn.sofifa.com/players/201/942/21_60.png,Brazil,28,87,87,Liverpool,181,76,Right,CF,81500000,190000,96200000,403,416,402,377,88,77,80,81,90,61,78
193041,K. Navas,https://cdn.sofifa.com/players/193/041/21_60.png,Costa Rica,33,87,87,Paris Saint-Germain,185,80,Right,GK,26000000,110000,50000000,98,312,257,161,67,90,81,75,90,53,82
138956,G. Chiellini,https://cdn.sofifa.com/players/138/956/21_60.png,Italy,35,87,87,Juventus,187,85,Left,CB,21000000,95000,25600000,276,326,355,306,84,66,46,58,60,90,79
189511,Sergio Busquets,https://cdn.sofifa.com/players/189/511/21_60.png,Spain,31,87,87,FC Barcelona,189,76,Right,CDM,56000000,240000,77900000,386,284,337,387,93,42,62,80,80,83,77
188567,P. Aubameyang,https://cdn.sofifa.com/players/188/567/21_60.png,Gabon,31,87,87,Arsenal,187,80,Right,ST,67500000,170000,85500000,383,418,389,339,88,93,86,75,80,38,69
186153,W. Szcz?sny,https://cdn.sofifa.com/players/186/153/21_60.png,Poland,30,87,87,Juventus,195,90,Right,GK,53000000,105000,56100000,99,286,250,135,65,86,82,73,88,49,87
183898,A. Di María,https://cdn.sofifa.com/players/183/898/21_60.png,Argentina,32,87,87,Paris Saint-Germain,180,69,Left,RW,63000000,160000,72200000,432,419,379,360,86,83,81,85,88,48,68
177003,L. Modri?,https://cdn.sofifa.com/players/177/003/21_60.png,Croatia,34,87,87,Real Madrid,172,66,Right,CM,36500000,260000,50200000,427,417,371,391,92,73,76,89,88,71,66
176580,L. Suárez,https://cdn.sofifa.com/players/176/580/21_60.png,Uruguay,33,87,87,Atlético Madrid,182,83,Right,ST,51000000,115000,64600000,413,386,409,386,85,70,90,82,83,51,83
167948,H. Lloris,https://cdn.sofifa.com/players/167/948/21_60.png,France,33,87,87,Tottenham Hotspur,188,82,Left,GK,26000000,125000,51300000,115,321,223,138,65,89,82,68,90,63,84
192387,C. Immobile,https://cdn.sofifa.com/players/192/387/21_60.png,Italy,30,87,87,Lazio,185,85,Right,ST,78000000,125000,82500000,341,409,398,369,86,84,88,67,83,39,77
189596,T. Müller,https://cdn.sofifa.com/players/189/596/21_60.png,Germany,30,86,86,FC Bayern München,186,75,Right,CAM,65500000,130000,69300000,375,374,388,359,84,68,82,82,78,56,71
193080,De Gea,https://cdn.sofifa.com/players/193/080/21_60.png,Spain,29,86,86,Manchester United,192,82,Right,GK,46500000,150000,59900000,143,304,241,170,65,88,81,78,89,58,82
204963,Carvajal,https://cdn.sofifa.com/players/204/963/21_60.png,Spain,28,86,86,Real Madrid,173,73,Right,RB,61500000,230000,77900000,359,403,355,361,82,80,54,78,80,82,80
201535,R. Varane,https://cdn.sofifa.com/players/201/535/21_60.png,France,27,86,88,Real Madrid,191,81,Right,CB,72500000,220000,98800000,309,351,347,321,83,82,49,64,64,87,82
199556,M. Verratti,https://cdn.sofifa.com/players/199/556/21_60.png,Italy,27,86,87,Paris Saint-Germain,165,60,Right,CM,77500000,135000,96300000,411,401,308,397,94,64,60,85,90,79,67
195864,P. Pogba,https://cdn.sofifa.com/players/195/864/21_60.png,France,27,86,87,Manchester United,191,84,Right,CM,77500000,190000,98800000,435,365,426,394,87,73,81,86,85,66,85
208830,J. Vardy,https://cdn.sofifa.com/players/208/830/21_60.png,England,33,86,86,Leicester City,179,74,Right,ST,43500000,160000,53200000,330,414,378,385,87,88,85,66,78,55,75
152729,Piqué,https://cdn.sofifa.com/players/152/729/21_60.png,Spain,33,86,86,FC Barcelona,194,85,Right,CB,32500000,220000,43100000,325,292,343,371,87,57,61,71,67,86,80
178603,M. Hummels,https://cdn.sofifa.com/players/178/603/21_60.png,Germany,31,86,86,Borussia Dortmund,191,94,Right,CB,46500000,95000,56100000,355,323,341,366,89,58,58,77,72,89,77
177683,Y. Sommer,https://cdn.sofifa.com/players/177/683/21_60.png,Switzerland,31,86,86,Borussia Mönchengladbach,183,79,Right,GK,36000000,55000,48500000,96,299,262,162,57,80,86,85,85,51,87
168542,David Silva,https://cdn.sofifa.com/players/168/542/21_60.png,Spain,34,86,86,Real Sociedad,173,67,Left,CAM,32000000,58000,47300000,420,388,325,358,92,64,74,88,88,52,55
143076,A. Gómez,https://cdn.sofifa.com/players/143/076/21_60.png,Argentina,32,86,86,Atalanta,167,68,Right,CAM,54000000,100000,58700000,411,453,345,337,85,90,79,84,88,39,55
189332,Jordi Alba,https://cdn.sofifa.com/players/189/332/21_60.png,Spain,31,86,86,FC Barcelona,170,68,Left,LB,49500000,220000,65600000,387,433,359,377,80,88,69,81,83,78,72
183711,J. Henderson,https://cdn.sofifa.com/players/183/711/21_60.png,England,30,86,86,Liverpool,182,80,Right,CDM,57000000,140000,67500000,403,354,399,394,82,65,74,84,79,81,82
231866,Rodri,https://cdn.sofifa.com/players/231/866/21_60.png,Spain,24,85,88,Manchester City,191,82,Right,CDM,66500000,145000,84700000,359,350,382,362,85,65,68,77,77,82,79
223848,S. Milinkovi?-Savi?,https://cdn.sofifa.com/players/223/848/21_60.png,Serbia,25,85,89,Lazio,191,76,Right,CM,74500000,95000,87000000,412,348,421,377,84,69,79,80,83,79,85
202556,M. Depay,https://cdn.sofifa.com/players/202/556/21_60.png,Netherlands,26,85,88,Olympique Lyonnais,176,78,Right,CAM,71500000,115000,95800000,414,413,408,344,78,86,83,81,84,32,80
235790,K. Havertz,https://cdn.sofifa.com/players/235/790/21_60.png,Germany,21,85,93,Chelsea,188,83,Left,CAM,121000000,105000,119700000,388,403,378,319,84,84,81,79,85,45,67
235243,M. de Ligt,https://cdn.sofifa.com/players/235/243/21_60.png,Netherlands,20,85,92,Juventus,189,89,Right,CB,99000000,81000,91600000,319,343,396,313,82,72,59,66,69,85,84
232363,M. Škriniar,https://cdn.sofifa.com/players/232/363/21_60.png,Slovakia,25,85,89,Inter,188,80,Right,CB,67000000,130000,79000000,269,320,315,315,81,69,41,59,66,87,81
231677,M. Rashford,https://cdn.sofifa.com/players/231/677/21_60.png,England,22,85,91,Manchester United,186,70,Right,RM,86500000,150000,111300000,399,429,406,360,82,91,83,78,86,45,78
230621,G. Donnarumma,https://cdn.sofifa.com/players/230/621/21_60.png,Italy,21,85,92,Milan,196,90,Right,GK,93500000,34000,78900000,106,281,253,144,68,89,81,76,89,50,83
206113,S. Gnabry,https://cdn.sofifa.com/players/206/113/21_60.png,Germany,24,85,87,FC Bayern München,175,75,Right,RM,70000000,100000,81900000,380,425,379,337,80,82,83,78,86,43,70
222492,L. Sané,https://cdn.sofifa.com/players/222/492/21_60.png,Germany,24,85,90,FC Bayern München,184,75,Left,LM,81500000,100000,88800000,402,427,368,332,80,93,81,79,86,38,67
208670,H. Ziyech,https://cdn.sofifa.com/players/208/670/21_60.png,Morocco,27,85,86,Chelsea,181,65,Left,CAM,62000000,140000,86900000,425,407,336,363,79,80,76,87,84,50,66
220440,C. Lenglet,https://cdn.sofifa.com/players/220/440/21_60.png,France,25,85,89,FC Barcelona,186,81,Left,CB,67000000,190000,94600000,297,353,347,336,82,74,45,67,65,87,81
207865,Marquinhos,https://cdn.sofifa.com/players/207/865/21_60.png,Brazil,26,85,89,Paris Saint-Germain,183,75,Right,CB,66000000,115000,84700000,312,364,340,340,86,72,41,73,70,87,78
204485,R. Mahrez,https://cdn.sofifa.com/players/204/485/21_60.png,Algeria,29,85,85,Manchester City,179,67,Left,RW,53000000,210000,69400000,418,427,350,321,84,83,79,81,90,38,59
210243,Ricardo Pereira,https://cdn.sofifa.com/players/210/243/21_60.png,Portugal,26,85,86,Leicester City,175,70,Right,RB,58000000,120000,78000000,372,410,370,373,81,83,66,79,82,81,76
212188,T. Werner,https://cdn.sofifa.com/players/212/188/21_60.png,Germany,24,85,88,Chelsea,180,76,Right,ST,74500000,135000,97800000,352,428,388,331,82,91,85,69,84,35,71
189513,Parejo,https://cdn.sofifa.com/players/189/513/21_60.png,Spain,31,85,85,Villarreal CF,182,74,Right,CM,44000000,59000,69300000,439,316,366,398,85,50,83,90,81,71,69
201399,M. Icardi,https://cdn.sofifa.com/players/201/399/21_60.png,Argentina,27,85,86,Paris Saint-Germain,181,75,Right,ST,63000000,135000,86600000,336,381,387,324,83,73,85,65,78,36,68
228702,F. de Jong,https://cdn.sofifa.com/players/228/702/21_60.png,Netherlands,23,85,90,FC Barcelona,180,74,Right,CM,81000000,190000,107300000,409,410,369,356,90,80,64,84,87,76,77
198219,L. Insigne,https://cdn.sofifa.com/players/198/219/21_60.png,Italy,29,85,85,Napoli,163,59,Right,LW,53000000,120000,63800000,425,442,316,300,83,88,78,83,91,36,44
184087,T. Alderweireld,https://cdn.sofifa.com/players/184/087/21_60.png,Belgium,31,85,85,Tottenham Hotspur,186,81,Right,CB,37000000,130000,54200000,351,331,375,338,86,63,55,72,67,87,79
164240,Thiago Silva,https://cdn.sofifa.com/players/164/240/21_60.png,Brazil,35,85,85,Chelsea,183,79,Right,CB,14500000,95000,21900000,349,332,379,353,86,59,54,72,71,86,78
193747,Koke,https://cdn.sofifa.com/players/193/747/21_60.png,Spain,28,85,85,Atlético Madrid,176,75,Right,CM,54000000,90000,77900000,409,375,395,384,84,67,75,85,81,77,80
192563,B. Leno,https://cdn.sofifa.com/players/192/563/21_60.png,Germany,28,85,87,Arsenal,190,82,Right,GK,46000000,105000,66200000,116,288,260,139,66,85,83,80,86,56,84
192505,R. Lukaku,https://cdn.sofifa.com/players/192/505/21_60.png,Belgium,27,85,86,Inter,191,94,Left,ST,63000000,165000,79900000,371,353,400,340,83,81,83,76,75,38,84
191043,Alex Sandro,https://cdn.sofifa.com/players/191/043/21_60.png,Brazil,29,85,85,Juventus,180,80,Left,LB,47500000,120000,52000000,369,400,398,364,80,81,65,77,80,81,81
189509,Thiago,https://cdn.sofifa.com/players/189/509/21_60.png,Spain,29,85,85,Liverpool,174,70,Right,CM,52500000,150000,68500000,432,395,355,372,86,64,72,85,90,70,62
188377,K. Walker,https://cdn.sofifa.com/players/188/377/21_60.png,England,30,85,85,Manchester City,183,70,Right,RB,46500000,170000,56400000,381,403,406,358,75,92,63,76,77,80,82
190460,C. Eriksen,https://cdn.sofifa.com/players/190/460/21_60.png,Denmark,28,85,85,Inter,181,76,Right,CAM,54500000,155000,66300000,428,385,370,341,86,72,81,88,81,53,63
185122,P. Gulácsi,https://cdn.sofifa.com/players/185/122/21_60.png,Hungary,30,85,85,RB Leipzig,191,86,Right,GK,36000000,65000,44200000,104,251,250,134,45,84,85,82,86,43,84
184344,L. Bonucci,https://cdn.sofifa.com/players/184/344/21_60.png,Italy,33,85,85,Juventus,190,85,Right,CB,26000000,110000,29700000,345,319,369,354,86,60,58,69,70,87,77
175943,D. Mertens,https://cdn.sofifa.com/players/175/943/21_60.png,Belgium,33,85,85,Napoli,169,61,Right,CF,34500000,115000,40800000,412,444,326,342,81,86,82,80,89,35,51
198706,Luis Alberto,https://cdn.sofifa.com/players/198/706/21_60.png,Spain,27,85,85,Lazio,183,74,Right,CAM,57500000,100000,68900000,430,383,345,308,78,74,76,86,85,58,59
182493,D. Godín,https://cdn.sofifa.com/players/182/493/21_60.png,Uruguay,34,85,85,Cagliari,187,78,Right,CB,17500000,56000,24700000,295,298,346,322,80,57,48,64,61,87,79
181291,G. Wijnaldum,https://cdn.sofifa.com/players/181/291/21_60.png,Netherlands,29,85,85,Liverpool,175,69,Right,CM,52500000,150000,68500000,405,411,399,386,86,76,75,81,86,78,79
180206,M. Pjani?,https://cdn.sofifa.com/players/180/206/21_60.png,Bosnia Herzegovina,30,85,85,FC Barcelona,178,72,Right,CM,51500000,220000,72800000,440,374,359,383,86,67,68,87,85,75,67
188350,M. Reus,https://cdn.sofifa.com/players/188/350/21_60.png,Germany,31,85,85,Borussia Dortmund,180,71,Right,CAM,44500000,95000,57800000,422,410,373,360,85,80,86,84,85,45,63
226790,W. Ndidi,https://cdn.sofifa.com/players/226/790/21_60.png,Nigeria,23,84,88,Leicester City,183,74,Right,CB,55000000,95000,72100000,341,365,412,366,80,71,62,68,74,87,84
216460,J. Giménez,https://cdn.sofifa.com/players/216/460/21_60.png,Uruguay,25,84,88,Atlético Madrid,185,79,Right,CB,52500000,71000,76500000,252,307,364,263,75,67,45,53,54,86,83
226753,A. Onana,https://cdn.sofifa.com/players/226/753/21_60.png,Cameroon,24,84,88,Ajax,190,93,Right,GK,48000000,18000,44300000,143,331,279,149,61,84,80,87,86,63,82
212194,J. Brandt,https://cdn.sofifa.com/players/212/194/21_60.png,Germany,24,84,88,Borussia Dortmund,185,83,Right,CAM,60500000,75000,71900000,401,412,376,304,84,81,78,82,87,51,66
230142,Oyarzabal,https://cdn.sofifa.com/players/230/142/21_60.png,Spain,23,84,90,Real Sociedad,181,79,Left,CAM,66500000,47000,97800000,387,401,372,332,75,81,82,80,84,41,63
231478,L. Martínez,https://cdn.sofifa.com/players/231/478/21_60.png,Argentina,22,84,91,Inter,174,81,Right,ST,86500000,130000,84600000,365,415,402,367,83,83,82,71,85,48,82
239085,E. Haaland,https://cdn.sofifa.com/players/239/085/21_60.png,Norway,19,84,92,Borussia Dortmund,194,88,Left,ST,92000000,56000,85500000,341,393,415,357,83,84,87,63,76,43,85
212462,Alex Telles,https://cdn.sofifa.com/players/212/462/21_60.png,Brazil,27,84,85,Manchester United,181,71,Left,LB,44500000,145000,61200000,417,397,409,390,78,85,74,83,81,79,76
213345,K. Coman,https://cdn.sofifa.com/players/213/345/21_60.png,France,24,84,88,FC Bayern München,179,75,Right,RM,60500000,95000,69900000,399,443,356,291,76,93,76,77,87,29,59
210035,Grimaldo,https://cdn.sofifa.com/players/210/035/21_60.png,Spain,24,84,88,SL Benfica,171,69,Left,LWB,56000000,20000,73700000,412,423,375,347,83,85,65,79,84,77,71
230658,Arthur,https://cdn.sofifa.com/players/230/658/21_60.png,Brazil,23,84,89,Juventus,171,73,Right,CM,63500000,100000,70700000,396,387,366,382,90,66,73,82,87,75,71
212190,N. Süle,https://cdn.sofifa.com/players/212/190/21_60.png,Germany,24,84,89,FC Bayern München,195,97,Right,CB,57500000,84000,64700000,233,281,333,279,75,69,42,59,49,85,81
209889,R. Guerreiro,https://cdn.sofifa.com/players/209/889/21_60.png,Portugal,26,84,85,Borussia Dortmund,170,71,Left,CAM,49500000,86000,64800000,420,410,338,340,86,74,78,84,87,73,57
211300,A. Martial,https://cdn.sofifa.com/players/211/300/21_60.png,France,24,84,88,Manchester United,184,76,Right,ST,61000000,155000,81000000,377,422,385,338,82,89,83,74,87,41,72
207863,Felipe,https://cdn.sofifa.com/players/207/863/21_60.png,Brazil,31,84,84,Atlético Madrid,190,84,Right,CB,29000000,74000,47200000,251,327,342,310,75,62,41,58,61,86,86
209658,L. Goretzka,https://cdn.sofifa.com/players/209/658/21_60.png,Germany,25,84,88,FC Bayern München,189,76,Right,CM,58500000,105000,68100000,397,390,410,385,82,78,78,80,82,77,85
208421,Saúl,https://cdn.sofifa.com/players/208/421/21_60.png,Spain,25,84,87,Atlético Madrid,184,75,Left,CM,55500000,78000,81800000,382,362,407,388,83,68,79,79,81,78,79
209989,T. Partey,https://cdn.sofifa.com/players/209/989/21_60.png,Ghana,27,84,85,Arsenal,185,77,Right,CDM,48000000,120000,69100000,391,352,430,375,86,71,74,82,81,82,86
199451,W. Ben Yedder,https://cdn.sofifa.com/players/199/451/21_60.png,France,29,84,84,AS Monaco,170,68,Right,CF,42000000,90000,58900000,396,434,364,349,84,84,83,77,87,39,63
211256,N. Tagliafico,https://cdn.sofifa.com/players/211/256/21_60.png,Argentina,27,84,84,Ajax,172,65,Left,LB,40500000,27000,38500000,325,406,361,351,82,82,56,73,76,82,79
204838,R. Jiménez,https://cdn.sofifa.com/players/204/838/21_60.png,Mexico,29,84,84,Wolverhampton Wanderers,188,81,Right,ST,42000000,140000,58900000,368,381,402,388,81,78,82,76,82,49,83
216352,M. Brozovi?,https://cdn.sofifa.com/players/216/352/21_60.png,Croatia,27,84,85,Inter,181,68,Right,CDM,43000000,125000,56800000,403,348,394,384,82,63,74,80,81,79,78
200458,L. Digne,https://cdn.sofifa.com/players/200/458/21_60.png,France,26,84,85,Everton,178,74,Left,LB,45500000,110000,62200000,400,386,406,365,80,78,69,80,79,80,76
189117,R. Bürki,https://cdn.sofifa.com/players/189/117/21_60.png,Switzerland,29,84,85,Borussia Dortmund,187,85,Right,GK,32500000,68000,44400000,84,277,253,133,58,85,82,72,88,47,82
200647,J. Ili?i?,https://cdn.sofifa.com/players/200/647/21_60.png,Slovenia,32,84,84,Atalanta,190,79,Left,CAM,34000000,90000,42500000,420,361,354,354,80,70,86,84,85,43,68
185020,José Callejón,https://cdn.sofifa.com/players/185/020/21_60.png,Spain,33,84,84,Fiorentina,178,73,Right,RM,26500000,85000,32300000,356,421,369,322,79,88,78,75,83,47,63
197965,Pizzi,https://cdn.sofifa.com/players/197/965/21_60.png,Portugal,30,84,84,SL Benfica,177,72,Right,RM,40500000,25000,59000000,411,388,364,388,85,75,78,83,83,65,68
197781,Isco,https://cdn.sofifa.com/players/197/781/21_60.png,Spain,28,84,84,Real Madrid,176,79,Right,CAM,42500000,210000,64600000,428,383,331,354,85,68,75,82,90,59,59
197445,D. Alaba,https://cdn.sofifa.com/players/197/445/21_60.png,Austria,28,84,84,FC Bayern München,180,78,Left,CB,36500000,105000,45400000,401,396,394,388,84,77,70,81,79,83,76
193474,I. Gueye,https://cdn.sofifa.com/players/193/474/21_60.png,Senegal,30,84,84,Paris Saint-Germain,174,66,Right,CDM,35500000,105000,47200000,342,384,395,366,83,69,61,71,78,85,79
193165,J. Corona,https://cdn.sofifa.com/players/193/165/21_60.png,Mexico,27,84,84,FC Porto,173,62,Right,RM,45000000,25000,65000000,395,431,328,376,85,84,68,78,88,77,60
192629,Iago Aspas,https://cdn.sofifa.com/players/192/629/21_60.png,Spain,32,84,84,RC Celta,176,67,Left,ST,34000000,46000,52500000,403,410,355,347,85,82,85,78,86,35,63
190483,Douglas Costa,https://cdn.sofifa.com/players/190/483/21_60.png,Brazil,29,84,84,FC Bayern München,172,70,Left,LM,41500000,110000,50300000,410,450,350,334,80,93,73,79,91,43,59
198176,S. de Vrij,https://cdn.sofifa.com/players/198/176/21_60.png,Netherlands,28,84,85,Inter,189,78,Right,CB,40000000,130000,54100000,271,338,343,303,82,68,41,62,68,86,75
135507,Fernandinho,https://cdn.sofifa.com/players/135/507/21_60.png,Brazil,35,84,84,Manchester City,179,67,Right,CB,11000000,110000,17600000,381,363,399,380,81,64,72,78,78,85,79
176266,Lucas Leiva,https://cdn.sofifa.com/players/176/266/21_60.png,Brazil,33,84,84,Lazio,179,78,Right,CDM,21000000,83000,25500000,358,359,365,378,86,60,66,76,78,83,71
184432,Azpilicueta,https://cdn.sofifa.com/players/184/432/21_60.png,Spain,30,84,84,Chelsea,178,77,Right,RB,36500000,120000,46600000,350,365,358,373,78,67,55,77,72,84,76
168435,S. Sirigu,https://cdn.sofifa.com/players/168/435/21_60.png,Italy,33,84,84,Torino,192,80,Right,GK,13500000,54000,28900000,83,287,239,138,62,84,80,76,82,51,84
163587,K. Schmeichel,https://cdn.sofifa.com/players/163/587/21_60.png,Denmark,33,84,84,Leicester City,189,89,Right,GK,13500000,90000,32300000,126,297,234,153,67,82,77,83,89,54,79
177413,A. Witsel,https://cdn.sofifa.com/players/177/413/21_60.png,Belgium,31,84,84,Borussia Dortmund,186,81,Right,CDM,29500000,79000,40000000,386,352,392,392,92,63,73,81,79,82,82
178005,Rui Patrício,https://cdn.sofifa.com/players/178/005/21_60.png,Portugal,32,84,84,Wolverhampton Wanderers,190,84,Left,GK,21000000,90000,36100000,103,304,270,169,66,84,80,77,83,55,82
179813,E. Cavani,https://cdn.sofifa.com/players/179/813/21_60.png,Uruguay,33,84,84,Manchester United,185,77,Right,ST,27000000,175000,37100000,356,359,422,385,80,71,85,70,76,55,83
146536,Jesús Navas,https://cdn.sofifa.com/players/146/536/21_60.png,Spain,34,84,84,Sevilla FC,172,60,Right,RB,15500000,43000,23100000,370,423,328,375,81,87,69,79,83,80,58
235212,A. Hakimi,https://cdn.sofifa.com/players/235/212/21_60.png,Morocco,21,83,88,Inter,181,73,Right,RM,56000000,90000,62100000,362,420,374,345,79,94,70,76,82,72,76
